demand	src	tgt	slot	nhot	n_w1	n_w2	top_rel	ms	relieving	recall_k	recall_hit	legacy_top	cand_top	tags
258	82	44	0	2	9	32	112.676100000	1.00	69	12	4	112.676100000	112.676100000	bottleneck=1,hot_center=3,mix=32,od_scan=4,offhot=1
258	82	44	1	4	7	32	28.169000000	2.00	69	12	4	28.169000000	28.169000000	bottleneck=1,hot_center=3,mix=32,od_scan=3
275	71	31	0	2	4	7	98.591500000	0.00	51	12	2	98.591500000	98.591500000	bottleneck=1,hot_center=2,mix=7,offhot=1
275	71	31	1	4	3	7	112.676100000	0.51	51	12	2	112.676100000	112.676100000	bottleneck=1,hot_center=2,mix=7
280	38	80	1	4	7	32	56.338000000	1.00	69	12	4	56.338000000	56.338000000	hot_center=5,mix=32,od_scan=1,offhot=1
285	61	71	1	4	11	32	126.760600000	1.51	86	12	3	126.760600000	126.760600000	hot_center=4,mix=32,od_scan=7
304	58	46	1	4	10	32	56.338000000	1.00	57	12	2	56.338000000	56.338000000	bottleneck=1,hot_center=7,mix=32,od_scan=1,offhot=1
316	71	35	0	2	8	32	28.169000000	1.00	53	12	3	28.169000000	28.169000000	bottleneck=1,hot_center=4,mix=32,od_scan=3
316	71	35	1	4	9	32	42.253500000	1.00	53	12	4	42.253500000	42.253500000	bottleneck=1,hot_center=5,mix=32,od_scan=2,offhot=1
350	31	82	1	4	4	32	98.591500000	0.51	64	12	3	98.591500000	98.591500000	mix=32,od_scan=3,offhot=1
355	6	9	1	4	10	32	112.676100000	1.00	81	12	3	112.676100000	112.676100000	bottleneck=1,hot_center=4,mix=32,od_scan=4,offhot=1
360	75	67	1	4	4	32	56.338000000	0.00	67	12	2	56.338000000	56.338000000	bottleneck=1,hot_center=1,mix=32,od_scan=1,offhot=1
369	32	18	0	2	7	32	56.338000000	1.61	66	12	4	56.338000000	56.338000000	bottleneck=1,hot_center=4,mix=32,od_scan=1,offhot=1
369	32	18	1	4	7	32	28.169000000	1.00	66	12	5	28.169000000	28.169000000	bottleneck=1,hot_center=5,mix=32,offhot=1
392	92	87	0	2	10	32	140.845100000	1.01	71	12	4	140.845100000	140.845100000	hot_center=4,mix=32,od_scan=5,offhot=1
392	92	87	1	4	9	32	112.676100000	1.01	71	12	3	112.676100000	112.676100000	hot_center=5,mix=32,od_scan=4
393	50	11	1	4	15	32	56.338000000	1.01	69	12	3	56.338000000	56.338000000	hot_center=6,mix=32,od_scan=8,offhot=1
398	71	60	0	2	5	32	112.676100000	1.00	53	12	1	112.676100000	112.676100000	bottleneck=1,hot_center=2,mix=32,od_scan=1,offhot=1
398	71	60	1	4	5	32	140.845100000	0.00	53	12	0	140.845100000	140.845100000	bottleneck=1,hot_center=2,mix=32,od_scan=1,offhot=1
402	83	69	1	4	9	32	140.845100000	1.01	74	12	2	140.845100000	140.845100000	hot_center=4,mix=32,od_scan=5
422	46	11	1	4	11	32	98.591500000	2.00	72	12	5	98.591500000	98.591500000	hot_center=4,mix=32,od_scan=6,offhot=1
426	51	32	1	4	11	32	126.760600000	1.51	86	12	2	126.760600000	126.760600000	bottleneck=2,hot_center=4,mix=32,od_scan=4,offhot=1
430	68	58	1	4	5	32	28.169000000	1.00	57	12	1	28.169000000	28.169000000	hot_center=3,mix=32,od_scan=1,offhot=1
439	66	16	1	4	12	32	140.845100000	1.57	68	12	5	140.845100000	140.845100000	hot_center=8,mix=32,od_scan=3,offhot=1
444	32	83	0	2	14	32	140.845100000	1.01	66	12	5	140.845100000	140.845100000	hot_center=8,mix=32,od_scan=5,offhot=1
444	32	83	1	4	14	32	14.084500000	1.00	66	12	5	14.084500000	14.084500000	hot_center=9,mix=32,od_scan=4,offhot=1
448	84	16	1	4	8	32	56.338000000	1.51	68	12	3	56.338000000	56.338000000	hot_center=6,mix=32,od_scan=1,offhot=1
467	82	51	0	2	10	32	84.507000000	2.00	63	12	4	84.507000000	84.507000000	bottleneck=1,hot_center=5,mix=32,od_scan=3,offhot=1
467	82	51	1	4	9	32	70.422500000	2.51	85	12	3	70.422500000	70.422500000	hot_center=5,mix=32,od_scan=3,offhot=1
482	58	26	1	4	9	32	112.676100000	2.51	57	12	3	112.676100000	112.676100000	bottleneck=1,hot_center=4,mix=32,od_scan=3,offhot=1
