demand	src	tgt	slot	nhot	n_w1	n_w2	top_rel	ms	relieving	recall_k	recall_hit	legacy_top	cand_top	tags
132	1	47	0	3	0	0	0.000000000	1.00	1	1	0	8.547000000	0.000000000	
132	1	47	1	3	0	0	0.000000000	2.00	1	1	0	21.367500000	0.000000000	
150	146	116	0	3	7	32	12.820500000	2.01	85	12	2	12.820500000	12.820500000	hot_center=3,mix=32,od_scan=4
150	146	116	1	3	7	32	42.735000000	1.00	85	12	2	42.735000000	42.735000000	hot_center=3,mix=32,od_scan=4
161	94	68	0	3	1	0	17.094000000	2.00	68	12	1	17.094000000	17.094000000	bottleneck=1
161	94	68	1	3	1	0	4.273500000	1.05	68	12	1	4.273500000	4.273500000	bottleneck=1
162	100	32	0	3	5	32	34.188000000	2.00	154	12	1	34.188000000	34.188000000	bottleneck=1,hot_center=4,mix=32
162	100	32	1	3	6	32	17.094000000	0.51	154	12	1	17.094000000	17.094000000	bottleneck=1,hot_center=4,mix=32,offhot=1
170	77	161	0	3	7	32	8.547000000	1.00	114	12	3	8.547000000	8.547000000	bottleneck=1,hot_center=2,mix=32,od_scan=3,offhot=1
170	77	161	1	3	7	32	38.461500000	2.00	114	12	3	38.461500000	38.461500000	bottleneck=1,hot_center=2,mix=32,od_scan=3,offhot=1
188	48	107	0	3	6	32	8.547000000	1.00	149	12	1	8.547000000	8.547000000	bottleneck=1,hot_center=4,mix=32,offhot=1
188	48	107	1	3	6	32	38.461500000	1.00	149	12	0	38.461500000	38.461500000	bottleneck=1,hot_center=4,mix=32,offhot=1
206	28	191	0	3	7	32	8.547000000	2.00	110	12	2	8.547000000	8.547000000	bottleneck=1,hot_center=5,mix=32,offhot=1
206	28	191	1	3	7	32	4.273500000	2.00	110	12	2	4.273500000	4.273500000	bottleneck=1,hot_center=5,mix=32,offhot=1
212	94	12	0	3	2	3	17.094000000	2.01	90	12	0	17.094000000	17.094000000	bottleneck=1,mix=3,offhot=1
212	94	12	1	3	1	3	38.461500000	2.53	90	12	0	38.461500000	38.461500000	bottleneck=1,mix=3
219	191	116	0	3	9	32	4.273500000	4.00	85	12	2	4.273500000	4.273500000	bottleneck=1,hot_center=6,mix=32,od_scan=2
219	191	116	1	3	10	32	21.367500000	3.00	85	12	2	21.367500000	21.367500000	bottleneck=1,hot_center=6,mix=32,od_scan=2,offhot=1
234	162	47	0	3	1	7	38.461500000	2.00	1	1	1	38.461500000	38.461500000	mix=7,od_scan=1
234	162	47	1	3	1	7	29.914500000	2.00	1	1	1	29.914500000	29.914500000	mix=7,od_scan=1
341	28	121	0	3	7	32	17.094000000	2.00	99	12	2	17.094000000	17.094000000	bottleneck=1,hot_center=3,mix=32,od_scan=3
341	28	121	1	3	8	32	42.735000000	3.01	99	12	2	42.735000000	42.735000000	bottleneck=1,hot_center=3,mix=32,od_scan=3,offhot=1
408	127	116	0	3	9	32	38.461500000	4.53	85	12	2	38.461500000	38.461500000	hot_center=4,mix=32,od_scan=4,offhot=1
408	127	116	1	3	9	32	25.641000000	0.99	85	12	2	25.641000000	25.641000000	hot_center=4,mix=32,od_scan=4,offhot=1
449	117	47	0	3	0	0	0.000000000	1.00	1	1	0	17.094000000	0.000000000	
449	117	47	1	3	0	0	0.000000000	1.00	1	1	0	38.461500000	0.000000000	
472	77	7	0	3	5	32	8.547000000	1.99	115	12	1	8.547000000	8.547000000	bottleneck=1,hot_center=1,mix=32,od_scan=2,offhot=1
472	77	7	1	3	4	32	8.547000000	2.00	115	12	1	8.547000000	8.547000000	bottleneck=1,hot_center=1,mix=32,od_scan=2
513	113	28	0	3	10	32	29.914500000	2.53	130	12	3	29.914500000	29.914500000	hot_center=5,mix=32,od_scan=4,offhot=1
513	113	28	1	3	9	32	17.094000000	2.00	130	12	3	17.094000000	17.094000000	hot_center=5,mix=32,od_scan=4
536	29	68	0	3	9	32	34.188000000	1.01	160	12	4	34.188000000	34.188000000	hot_center=6,mix=32,od_scan=3
536	29	68	1	3	10	32	42.735000000	0.99	160	12	4	42.735000000	42.735000000	hot_center=6,mix=32,od_scan=3,offhot=1
